OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
JETSMART SPA,IQUIQUE,CALAMA,11-2021,124,127,251
JETSMART SPA,CONCEPCION,PUERTO NATALES,11-2021,162,0,162
JETSMART SPA,TEMUCO,VALDIVIA,11-2021,19,139,158
JETSMART SPA,PUERTO MONTT,VALDIVIA,11-2021,113,0,113
JETSMART SPA,COPIAPO,CONCEPCION,11-2021,42,42,84
JETSMART SPA,TEMUCO,PUERTO NATALES,11-2021,60,13,73
JETSMART SPA,ARICA,IQUIQUE,11-2021,34,22,56
JETSMART SPA,IQUIQUE,COPIAPO,11-2021,27,0,27
JETSMART SPA,CALAMA,COPIAPO,11-2021,0,17,17
JETSMART SPA,BALMACEDA,PUNTA ARENAS,11-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,11-2021,1631,1989,3620
AEROVIAS D.A.P.,SANTIAGO,PICA,11-2021,5843,6094,11937
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,11-2021,5140,5124,10264
AEROVIAS D.A.P.,LA SERENA,PICA,11-2021,2330,3674,6004
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,11-2021,1732,1871,3603
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,11-2021,1363,1176,2539
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,11-2021,44,506,550
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,11-2021,996,1382,2378
AEROVIAS D.A.P.,IQUIQUE,PICA,11-2021,1870,0,1870
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,11-2021,1047,429,1476
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,11-2021,3899,3475,7374
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,11-2021,83,209,292
AEROVIAS D.A.P.,SANTIAGO,PUERTO WILLIAMS,11-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,11-2021,129,112,241
AEROVIAS D.A.P.,IQUIQUE,CONCEPCION,11-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CALAMA,11-2021,713,723,1436
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,11-2021,0,14,14
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,11-2021,36,5,41
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,11-2021,0,3,3
AEROVIAS D.A.P.,SANTIAGO,TAL TAL,11-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,11-2021,20,0,20
AEROVIAS D.A.P.,ANTOFAGASTA,IQUIQUE,11-2021,6,0,6
AEROVIAS D.A.P.,SANTIAGO,PUERTO MONTT,11-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,SOBREVUELO,11-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,11-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,11-2021,0,1,1
AEROVIAS D.A.P.,PUNTA ARENAS,CERRO SOMBRERO,11-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,COCHRANE,11-2021,0,0,0
AEROVIAS D.A.P.,IQUIQUE,EL SALVADOR,11-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,11-2021,615,617,1232
AEROVIAS D.A.P.,PUERTO MONTT,PUERTO NATALES,11-2021,87,85,172
AEROVIAS D.A.P.,CONCEPCION,PICA,11-2021,60,62,122
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,11-2021,0,45,45
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,11-2021,6,28,34
AEROVIAS D.A.P.,SANTIAGO,PUCON,11-2021,8,0,8
AEROVIAS D.A.P.,PUERTO MONTT,BALMACEDA,11-2021,4,0,4
AEROVIAS D.A.P.,SANTIAGO,PUERTO NATALES,11-2021,1,0,1
AEROVIAS D.A.P.,ARICA,IQUIQUE,11-2021,0,0,0
AEROVIAS D.A.P.,EL SALVADOR,LA SERENA,11-2021,0,0,0
AEROVIAS D.A.P.,ARICA,PICA,11-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,11-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,11-2021,0,0,0
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,11-2021,0,0,0
AEROVIAS D.A.P.,VALDIVIA,PUNTA ARENAS,11-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,11-2021,0,0,0
AEROVIAS D.A.P.,COPIAPO,EL SALVADOR,11-2021,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,11-2021,2305,2673,4978
ONE SPA,SANTIAGO,COPIAPO,11-2021,1180,1129,2309
ONE SPA,SANTIAGO,CALAMA,11-2021,696,707,1403
ONE SPA,SANTIAGO,ANTOFAGASTA,11-2021,417,626,1043
ONE SPA,IQUIQUE,CONCEPCION,11-2021,12,87,99
ONE SPA,COPIAPO,CONCEPCION,11-2021,0,81,81
ONE SPA,ANTOFAGASTA,IQUIQUE,11-2021,0,33,33
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,12-2021,200458,210472,410930
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,12-2021,182727,169857,352584
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,12-2021,150003,150455,300458
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,12-2021,77136,75357,152493
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,12-2021,32357,32839,65196
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,12-2021,80028,73668,153696
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,12-2021,46224,43915,90139
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,12-2021,33228,33636,66864
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,12-2021,18418,18997,37415
LATAM AIRLINES GROUP,SANTIAGO,ARICA,12-2021,34913,34915,69828
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,12-2021,3148,6469,9617
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,12-2021,2721,1207,3928
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,12-2021,9309,8143,17452
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,12-2021,4943,5520,10463
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,12-2021,8577,8211,16788
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,12-2021,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,12-2021,12235,11669,23904
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,12-2021,2772,2766,5538
LATAM AIRLINES GROUP,SANTIAGO,OSORNO,12-2021,0,0,0
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,12-2021,3499,3341,6840
LATAM AIRLINES GROUP,CALAMA,LA SERENA,12-2021,3896,3399,7295
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,12-2021,39338,37606,76944
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,12-2021,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,12-2021,3138,151,3289
LATAM AIRLINES GROUP,CONCEPCION,CALAMA,12-2021,712,515,1227
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,12-2021,1,463,464
LATAM AIRLINES GROUP,ARICA,IQUIQUE,12-2021,15,1,16
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,12-2021,1,0,1
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,12-2021,0,0,0
LATAM AIRLINES GROUP,CONCEPCION,PUERTO MONTT,12-2021,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,12-2021,112860,102792,215652
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,12-2021,95532,96406,191938
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,12-2021,79721,79331,159052
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,12-2021,111787,114894,226681
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,12-2021,83369,80596,163965
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,12-2021,117753,117499,235252
LATAM AIRLINES CHILE,SANTIAGO,ARICA,12-2021,55118,53296,108414
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,12-2021,63197,48955,112152
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,12-2021,45289,43447,88736
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,12-2021,20739,21227,41966
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,12-2021,22236,22010,44246
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,12-2021,57667,53260,110927
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,12-2021,18029,15669,33698
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,12-2021,9862,9631,19493
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,12-2021,23044,25102,48146
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,12-2021,0,3518,3518
LATAM AIRLINES CHILE,CALAMA,LA SERENA,12-2021,0,1,1
LATAM AIRLINES CHILE,ANTOFAGASTA,CALAMA,12-2021,0,0,0
LATAM AIRLINES CHILE,ARICA,IQUIQUE,12-2021,1,0,1
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,12-2021,0,0,0
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,12-2021,92179,91367,183546
SKY AIRLINE,SANTIAGO,IQUIQUE,12-2021,76918,77289,154207
SKY AIRLINE,SANTIAGO,CALAMA,12-2021,95956,90654,186610
SKY AIRLINE,SANTIAGO,PUERTO MONTT,12-2021,65422,65997,131419
SKY AIRLINE,SANTIAGO,LA SERENA,12-2021,50300,66621,116921
SKY AIRLINE,SANTIAGO,TEMUCO,12-2021,51687,51549,103236
SKY AIRLINE,SANTIAGO,OSORNO,12-2021,25918,25906,51824
SKY AIRLINE,SANTIAGO,ARICA,12-2021,49714,48463,98177
SKY AIRLINE,SANTIAGO,VALDIVIA,12-2021,31981,31622,63603
SKY AIRLINE,SANTIAGO,CONCEPCION,12-2021,47532,45411,92943
SKY AIRLINE,SANTIAGO,COPIAPO,12-2021,31493,31604,63097
SKY AIRLINE,PUERTO MONTT,BALMACEDA,12-2021,25482,23618,49100
SKY AIRLINE,ANTOFAGASTA,LA SERENA,12-2021,32381,30097,62478
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,12-2021,29631,26492,56123
SKY AIRLINE,SANTIAGO,BALMACEDA,12-2021,18454,18156,36610
SKY AIRLINE,CALAMA,LA SERENA,12-2021,11026,14478,25504
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,12-2021,17981,19032,37013
SKY AIRLINE,IQUIQUE,LA SERENA,12-2021,5449,5325,10774
SKY AIRLINE,SANTIAGO,PUERTO NATALES,12-2021,4415,4632,9047
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,12-2021,1229,507,1736
SKY AIRLINE,CONCEPCION,CALAMA,12-2021,8699,8266,16965
SKY AIRLINE,IQUIQUE,CONCEPCION,12-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,12-2021,4139,4419,8558
SKY AIRLINE,ARICA,IQUIQUE,12-2021,292,11,303
SKY AIRLINE,OSORNO,VALDIVIA,12-2021,258,89,347
SKY AIRLINE,COPIAPO,CONCEPCION,12-2021,0,0,0
SKY AIRLINE,CALAMA,COPIAPO,12-2021,0,0,0
SKY AIRLINE,ARICA,COPIAPO,12-2021,0,0,0
SKY AIRLINE,CONCEPCION,PUERTO MONTT,12-2021,0,0,0
SKY AIRLINE,IQUIQUE,CALAMA,12-2021,153,62,215
SKY AIRLINE,TEMUCO,OSORNO,12-2021,126,63,189
SKY AIRLINE,COPIAPO,LA SERENA,12-2021,88,0,88
SKY AIRLINE,ARICA,ANTOFAGASTA,12-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,12-2021,0,172,172
SKY AIRLINE,ANTOFAGASTA,CALAMA,12-2021,303,262,565
SKY AIRLINE,CONCEPCION,TEMUCO,12-2021,224,48,272
SKY AIRLINE,CONCEPCION,OSORNO,12-2021,218,0,218
SKY AIRLINE,ARICA,CALAMA,12-2021,73,0,73
SKY AIRLINE,IQUIQUE,COPIAPO,12-2021,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,12-2021,61,48,109
SKY AIRLINE,PUERTO MONTT,OSORNO,12-2021,114,0,114
SKY AIRLINE,CONCEPCION,LA SERENA,12-2021,0,31,31
JETSMART SPA,SANTIAGO,ANTOFAGASTA,12-2021,66158,67549,133707
JETSMART SPA,SANTIAGO,CALAMA,12-2021,49286,49205,98491
JETSMART SPA,CALAMA,LA SERENA,12-2021,29588,29291,58879
JETSMART SPA,ANTOFAGASTA,LA SERENA,12-2021,23073,24643,47716
JETSMART SPA,CONCEPCION,CALAMA,12-2021,26561,25842,52403
JETSMART SPA,SANTIAGO,PUERTO MONTT,12-2021,36351,37733,74084
JETSMART SPA,ANTOFAGASTA,CONCEPCION,12-2021,29723,28379,58102
JETSMART SPA,SANTIAGO,IQUIQUE,12-2021,34314,33639,67953
JETSMART SPA,SANTIAGO,TEMUCO,12-2021,27953,27128,55081
JETSMART SPA,SANTIAGO,LA SERENA,12-2021,26506,25397,51903
JETSMART SPA,SANTIAGO,CONCEPCION,12-2021,23516,23784,47300
JETSMART SPA,IQUIQUE,LA SERENA,12-2021,14085,14064,28149
JETSMART SPA,SANTIAGO,ARICA,12-2021,22716,22998,45714
JETSMART SPA,IQUIQUE,CONCEPCION,12-2021,14768,15208,29976
JETSMART SPA,SANTIAGO,PUNTA ARENAS,12-2021,14294,13043,27337
JETSMART SPA,SANTIAGO,COPIAPO,12-2021,11964,11458,23422
JETSMART SPA,SANTIAGO,VALDIVIA,12-2021,11193,11173,22366
JETSMART SPA,ARICA,LA SERENA,12-2021,8005,8055,16060
JETSMART SPA,SANTIAGO,CASTRO,12-2021,411,405,816
JETSMART SPA,CONCEPCION,PUNTA ARENAS,12-2021,5187,5086,10273
JETSMART SPA,TEMUCO,BALMACEDA,12-2021,4905,4595,9500
JETSMART SPA,CONCEPCION,BALMACEDA,12-2021,4097,3790,7887
JETSMART SPA,TEMUCO,PUNTA ARENAS,12-2021,4266,4269,8535
JETSMART SPA,ARICA,CONCEPCION,12-2021,6003,6039,12042
JETSMART SPA,CONCEPCION,PUERTO MONTT,12-2021,472,431,903
JETSMART SPA,SANTIAGO,BALMACEDA,12-2021,7281,6703,13984
JETSMART SPA,PUNTA ARENAS,CASTRO,12-2021,65,229,294
JETSMART SPA,SANTIAGO,PUERTO NATALES,12-2021,5941,6108,12049
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,12-2021,5536,7021,12557
JETSMART SPA,PUERTO MONTT,BALMACEDA,12-2021,208,276,484
JETSMART SPA,CONCEPCION,LA SERENA,12-2021,7062,7224,14286
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,12-2021,95,17,112
JETSMART SPA,CONCEPCION,CASTRO,12-2021,183,182,365
JETSMART SPA,ANTOFAGASTA,TEMUCO,12-2021,2839,2976,5815
JETSMART SPA,TEMUCO,CASTRO,12-2021,0,0,0
JETSMART SPA,ARICA,ANTOFAGASTA,12-2021,5222,4887,10109
JETSMART SPA,ANTOFAGASTA,IQUIQUE,12-2021,144,143,287
JETSMART SPA,ANTOFAGASTA,CALAMA,12-2021,917,1132,2049
JETSMART SPA,PUNTA ARENAS,PUERTO NATALES,12-2021,0,0,0
JETSMART SPA,PUERTO MONTT,CASTRO,12-2021,0,0,0
JETSMART SPA,PUERTO MONTT,TEMUCO,12-2021,118,72,190
JETSMART SPA,ARICA,CALAMA,12-2021,262,122,384
JETSMART SPA,ANTOFAGASTA,PUERTO MONTT,12-2021,1931,1925,3856
JETSMART SPA,IQUIQUE,CALAMA,12-2021,124,127,251
JETSMART SPA,CONCEPCION,PUERTO NATALES,12-2021,162,0,162
JETSMART SPA,TEMUCO,VALDIVIA,12-2021,19,139,158
JETSMART SPA,PUERTO MONTT,VALDIVIA,12-2021,113,0,113
JETSMART SPA,COPIAPO,CONCEPCION,12-2021,42,42,84
JETSMART SPA,TEMUCO,PUERTO NATALES,12-2021,60,13,73
JETSMART SPA,ARICA,IQUIQUE,12-2021,34,22,56
JETSMART SPA,IQUIQUE,COPIAPO,12-2021,27,0,27
JETSMART SPA,CALAMA,COPIAPO,12-2021,0,17,17
JETSMART SPA,BALMACEDA,PUNTA ARENAS,12-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,12-2021,2087,2407,4494
AEROVIAS D.A.P.,SANTIAGO,PICA,12-2021,6797,6867,13664
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,12-2021,5313,5255,10568
AEROVIAS D.A.P.,LA SERENA,PICA,12-2021,2744,4133,6877
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,12-2021,1863,1986,3849
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,12-2021,1399,1207,2606
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,12-2021,3997,3536,7533
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,12-2021,47,638,685
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,12-2021,1089,1486,2575
AEROVIAS D.A.P.,IQUIQUE,PICA,12-2021,1918,0,1918
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,12-2021,1082,429,1511
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,12-2021,83,220,303
AEROVIAS D.A.P.,SANTIAGO,PUERTO WILLIAMS,12-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,12-2021,129,112,241
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,12-2021,24,0,24
AEROVIAS D.A.P.,IQUIQUE,CONCEPCION,12-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PUERTO NATALES,12-2021,1,0,1
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,12-2021,0,14,14
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,12-2021,36,5,41
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,12-2021,615,617,1232
AEROVIAS D.A.P.,SANTIAGO,CALAMA,12-2021,713,723,1436
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,12-2021,0,45,45
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,12-2021,0,3,3
AEROVIAS D.A.P.,SANTIAGO,TAL TAL,12-2021,0,0,0
AEROVIAS D.A.P.,ANTOFAGASTA,IQUIQUE,12-2021,6,0,6
AEROVIAS D.A.P.,SANTIAGO,PUERTO MONTT,12-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,SOBREVUELO,12-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,12-2021,0,0,0
AEROVIAS D.A.P.,ANTOFAGASTA,PICA,12-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,12-2021,0,1,1
AEROVIAS D.A.P.,PUNTA ARENAS,CERRO SOMBRERO,12-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,COCHRANE,12-2021,0,0,0
AEROVIAS D.A.P.,IQUIQUE,EL SALVADOR,12-2021,0,0,0
AEROVIAS D.A.P.,PUERTO MONTT,PUERTO NATALES,12-2021,87,85,172
AEROVIAS D.A.P.,CONCEPCION,PICA,12-2021,60,62,122
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,12-2021,6,28,34
AEROVIAS D.A.P.,SANTIAGO,PUCON,12-2021,8,0,8
AEROVIAS D.A.P.,PUERTO MONTT,BALMACEDA,12-2021,4,2,6
AEROVIAS D.A.P.,TEMUCO,SOBREVUELO,12-2021,0,6,6
AEROVIAS D.A.P.,ARICA,IQUIQUE,12-2021,0,0,0
AEROVIAS D.A.P.,EL SALVADOR,LA SERENA,12-2021,0,0,0
AEROVIAS D.A.P.,ARICA,PICA,12-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,12-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,12-2021,0,0,0
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,12-2021,0,0,0
AEROVIAS D.A.P.,VALDIVIA,PUNTA ARENAS,12-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,12-2021,0,0,0
AEROVIAS D.A.P.,COPIAPO,EL SALVADOR,12-2021,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,12-2021,1180,1129,2309
ONE SPA,SANTIAGO,COPIAPO,12-2021,696,707,1403
ONE SPA,SANTIAGO,CALAMA,12-2021,417,626,1043
ONE SPA,SANTIAGO,ANTOFAGASTA,12-2021,12,87,99
ONE SPA,IQUIQUE,CONCEPCION,12-2021,0,81,81
ONE SPA,COPIAPO,CONCEPCION,12-2021,0,33,33
ONE SPA,ANTOFAGASTA,IQUIQUE,12-2021,0,10,10
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,1-2020,25512,25712,51224
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,1-2020,39353,36893,76246
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,1-2020,24656,24286,48942
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,1-2020,24545,26560,51105
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,1-2020,20799,18905,39704
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,1-2020,14976,15479,30455
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,1-2020,14151,14677,28828
LATAM AIRLINES GROUP,SANTIAGO,ARICA,1-2020,13233,12853,26086
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,1-2020,4805,4889,9694
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,1-2020,4973,4442,9415
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,01-2020,2598,3094,5692
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,01-2020,3683,3225,6908
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,01-2020,4120,4310,8430
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,01-2020,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,01-2020,2141,2288,4429
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,01-2020,1412,1123,2535
LATAM AIRLINES GROUP,CALAMA,LA SERENA,01-2020,1134,1451,2585
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,01-2020,1397,1330,2727
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,01-2020,1101,1745,2846
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,01-2020,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,01-2020,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,01-2020,6,0,6
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,01-2020,30306,33090,63396
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,01-2020,29749,28748,58497
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,01-2020,22637,22972,45609
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,01-2020,33692,33696,67388
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,01-2020,17865,19181,37046
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,01-2020,23691,22698,46389
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,01-2020,16563,17265,33828
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,01-2020,12848,14475,27323
LATAM AIRLINES CHILE,SANTIAGO,ARICA,01-2020,16998,16732,33730
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,01-2020,21001,20545,41546
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,01-2020,7763,8601,16364
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,01-2020,9099,7904,17003
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,01-2020,10649,10696,21345
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,01-2020,2829,3093,5922
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,01-2020,4807,4514,9321
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,01-2020,1184,1287,2471
SKY AIRLINE,SANTIAGO,CALAMA,01-2020,21172,20655,41827
SKY AIRLINE,SANTIAGO,IQUIQUE,01-2020,19483,19663,39146
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,01-2020,19846,19842,39688
SKY AIRLINE,SANTIAGO,PUERTO MONTT,01-2020,18490,19460,37950
SKY AIRLINE,SANTIAGO,ARICA,01-2020,17338,17450,34788
SKY AIRLINE,SANTIAGO,TEMUCO,01-2020,13100,13756,26856
SKY AIRLINE,SANTIAGO,LA SERENA,01-2020,12175,12274,24449
SKY AIRLINE,SANTIAGO,CONCEPCION,01-2020,10337,10209,20546
SKY AIRLINE,SANTIAGO,VALDIVIA,01-2020,8329,8513,16842
SKY AIRLINE,SANTIAGO,COPIAPO,01-2020,8398,8528,16926
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,01-2020,7477,7358,14835
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,01-2020,8750,8814,17564
SKY AIRLINE,PUERTO MONTT,BALMACEDA,01-2020,4739,5067,9806
SKY AIRLINE,SANTIAGO,BALMACEDA,01-2020,6574,6765,13339
SKY AIRLINE,SANTIAGO,OSORNO,01-2020,5074,5248,10322
SKY AIRLINE,ANTOFAGASTA,LA SERENA,01-2020,4764,4820,9584
SKY AIRLINE,IQUIQUE,LA SERENA,01-2020,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,01-2020,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,01-2020,1198,1179,2377
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,02-2020,49966,50152,100118
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,02-2020,77552,73984,151536
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,02-2020,45788,45127,90915
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,02-2020,48769,51713,100482
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,02-2020,40877,38206,79083
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,02-2020,29195,29033,58228
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,02-2020,29216,29600,58816
LATAM AIRLINES GROUP,SANTIAGO,ARICA,02-2020,25764,25432,51196
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,02-2020,9114,9210,18324
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,02-2020,9467,8957,18424
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,02-2020,4868,5710,10578
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,02-2020,7035,6247,13282
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,02-2020,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,02-2020,8415,8442,16857
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,02-2020,4098,4271,8369
