OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
JETSMART SPA,ARICA,LA SERENA,4-2021,5585,5546,11131
JETSMART SPA,CONCEPCION,PUNTA ARENAS,4-2021,4576,4673,9249
JETSMART SPA,SANTIAGO,BALMACEDA,4-2021,6662,6109,12771
JETSMART SPA,CONCEPCION,BALMACEDA,4-2021,3655,3390,7045
JETSMART SPA,CONCEPCION,LA SERENA,4-2021,5230,5155,10385
JETSMART SPA,SANTIAGO,PUERTO NATALES,4-2021,5881,6046,11927
JETSMART SPA,TEMUCO,BALMACEDA,4-2021,4422,4171,8593
JETSMART SPA,ARICA,CONCEPCION,4-2021,4582,4620,9202
JETSMART SPA,TEMUCO,PUNTA ARENAS,4-2021,4266,4269,8535
JETSMART SPA,PUNTA ARENAS,CASTRO,4-2021,0,0,0
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,4-2021,95,17,112
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,4-2021,4338,6003,10341
JETSMART SPA,CONCEPCION,PUERTO MONTT,4-2021,0,0,0
JETSMART SPA,CONCEPCION,CASTRO,4-2021,0,0,0
JETSMART SPA,ANTOFAGASTA,TEMUCO,4-2021,2264,2183,4447
JETSMART SPA,TEMUCO,CASTRO,4-2021,0,0,0
JETSMART SPA,ARICA,ANTOFAGASTA,4-2021,4316,3973,8289
JETSMART SPA,PUERTO MONTT,BALMACEDA,4-2021,0,0,0
JETSMART SPA,PUNTA ARENAS,PUERTO NATALES,4-2021,0,0,0
JETSMART SPA,ANTOFAGASTA,IQUIQUE,4-2021,94,109,203
JETSMART SPA,PUERTO MONTT,TEMUCO,4-2021,69,28,97
JETSMART SPA,ANTOFAGASTA,PUERTO MONTT,4-2021,1931,1925,3856
JETSMART SPA,ANTOFAGASTA,CALAMA,4-2021,607,701,1308
JETSMART SPA,IQUIQUE,CALAMA,4-2021,124,127,251
JETSMART SPA,CONCEPCION,PUERTO NATALES,4-2021,162,0,162
JETSMART SPA,TEMUCO,PUERTO NATALES,4-2021,60,13,73
JETSMART SPA,ARICA,IQUIQUE,4-2021,34,22,56
JETSMART SPA,ARICA,CALAMA,4-2021,42,0,42
JETSMART SPA,IQUIQUE,COPIAPO,4-2021,27,0,27
JETSMART SPA,CALAMA,COPIAPO,4-2021,0,17,17
JETSMART SPA,BALMACEDA,PUNTA ARENAS,4-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PICA,4-2021,1160,1277,2437
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,4-2021,883,997,1880
AEROVIAS D.A.P.,LA SERENA,PICA,4-2021,587,744,1331
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,4-2021,5003,4982,9985
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,4-2021,1463,1629,3092
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,4-2021,108,160,268
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,4-2021,44,40,84
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,4-2021,3899,3475,7374
AEROVIAS D.A.P.,IQUIQUE,PICA,4-2021,512,0,512
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,4-2021,821,406,1227
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,4-2021,1346,1158,2504
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,4-2021,6,123,129
AEROVIAS D.A.P.,SANTIAGO,CALAMA,4-2021,713,715,1428
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,4-2021,0,14,14
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,4-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,4-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,4-2021,0,1,1
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,4-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,4-2021,612,616,1228
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,4-2021,127,112,239
AEROVIAS D.A.P.,PUERTO MONTT,PUERTO NATALES,4-2021,87,85,172
AEROVIAS D.A.P.,CONCEPCION,PICA,4-2021,60,62,122
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,4-2021,0,45,45
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,4-2021,6,28,34
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,4-2021,32,2,34
AEROVIAS D.A.P.,ARICA,IQUIQUE,4-2021,0,0,0
AEROVIAS D.A.P.,ARICA,PICA,4-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,4-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,4-2021,0,0,0
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,4-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,4-2021,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,4-2021,1180,1129,2309
ONE SPA,SANTIAGO,COPIAPO,4-2021,696,707,1403
ONE SPA,SANTIAGO,CALAMA,4-2021,417,626,1043
ONE SPA,SANTIAGO,ANTOFAGASTA,4-2021,12,87,99
ONE SPA,IQUIQUE,CONCEPCION,4-2021,0,81,81
ONE SPA,COPIAPO,CONCEPCION,4-2021,0,33,33
ONE SPA,ANTOFAGASTA,IQUIQUE,4-2021,0,10,10
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,5-2021,98828,99096,197924
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,5-2021,92450,92221,184671
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,5-2021,100004,96497,196501
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,5-2021,59534,60012,119546
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,5-2021,21490,20535,42025
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,5-2021,25967,24441,50408
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,5-2021,63666,59975,123641
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,5-2021,5527,6132,11659
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,5-2021,3148,6469,9617
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,5-2021,33171,33585,66756
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,5-2021,45,58,103
LATAM AIRLINES GROUP,SANTIAGO,ARICA,5-2021,27734,27811,55545
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,5-2021,6419,6193,12612
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,5-2021,9309,8143,17452
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,5-2021,12235,11669,23904
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,5-2021,4391,4534,8925
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,5-2021,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,5-2021,38686,37070,75756
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,5-2021,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,5-2021,3777,3327,7104
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,5-2021,3499,3341,6840
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,5-2021,2049,2106,4155
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,5-2021,2976,0,2976
LATAM AIRLINES GROUP,CONCEPCION,CALAMA,5-2021,275,260,535
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,5-2021,0,386,386
LATAM AIRLINES GROUP,ARICA,IQUIQUE,5-2021,15,1,16
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,5-2021,1,0,1
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,5-2021,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,5-2021,47033,49107,96140
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,5-2021,52701,52922,105623
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,5-2021,62826,59743,122569
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,5-2021,57501,54785,112286
LATAM AIRLINES CHILE,SANTIAGO,ARICA,5-2021,37911,37519,75430
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,5-2021,71869,75457,147326
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,5-2021,86467,86523,172990
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,5-2021,40145,36617,76762
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,5-2021,36870,36264,73134
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,5-2021,22236,22010,44246
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,5-2021,15019,16006,31025
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,5-2021,12861,11385,24246
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,5-2021,51116,47614,98730
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,5-2021,9862,9631,19493
LATAM AIRLINES CHILE,ANTOFAGASTA,CALAMA,5-2021,0,0,0
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,5-2021,20554,22197,42751
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,5-2021,0,3518,3518
LATAM AIRLINES CHILE,ARICA,IQUIQUE,5-2021,1,0,1
LATAM AIRLINES CHILE,CALAMA,LA SERENA,5-2021,0,1,1
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,5-2021,0,0,0
SKY AIRLINE,SANTIAGO,CALAMA,5-2021,63308,59684,122992
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,5-2021,52691,50853,103544
SKY AIRLINE,SANTIAGO,PUERTO MONTT,5-2021,45340,44474,89814
SKY AIRLINE,SANTIAGO,IQUIQUE,5-2021,53931,53471,107402
SKY AIRLINE,SANTIAGO,LA SERENA,5-2021,35097,38604,73701
SKY AIRLINE,SANTIAGO,TEMUCO,5-2021,37213,37351,74564
SKY AIRLINE,SANTIAGO,ARICA,5-2021,38017,37781,75798
SKY AIRLINE,SANTIAGO,OSORNO,5-2021,17257,17676,34933
SKY AIRLINE,SANTIAGO,VALDIVIA,5-2021,22076,22412,44488
SKY AIRLINE,ANTOFAGASTA,LA SERENA,5-2021,16733,15467,32200
SKY AIRLINE,PUERTO MONTT,BALMACEDA,5-2021,19559,19208,38767
SKY AIRLINE,SANTIAGO,CONCEPCION,5-2021,32052,31722,63774
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,5-2021,19019,18028,37047
SKY AIRLINE,SANTIAGO,BALMACEDA,5-2021,17122,16829,33951
SKY AIRLINE,SANTIAGO,COPIAPO,5-2021,24638,25035,49673
SKY AIRLINE,CALAMA,LA SERENA,5-2021,1943,3345,5288
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,5-2021,17787,18748,36535
SKY AIRLINE,SANTIAGO,PUERTO NATALES,5-2021,3958,4200,8158
SKY AIRLINE,IQUIQUE,LA SERENA,5-2021,5449,5325,10774
SKY AIRLINE,CONCEPCION,CALAMA,5-2021,6430,6404,12834
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,5-2021,86,90,176
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,5-2021,0,0,0
SKY AIRLINE,ARICA,IQUIQUE,5-2021,52,0,52
SKY AIRLINE,OSORNO,VALDIVIA,5-2021,0,0,0
SKY AIRLINE,CONCEPCION,PUERTO MONTT,5-2021,0,0,0
SKY AIRLINE,IQUIQUE,CALAMA,5-2021,0,0,0
SKY AIRLINE,COPIAPO,LA SERENA,5-2021,0,0,0
SKY AIRLINE,CALAMA,COPIAPO,5-2021,0,0,0
SKY AIRLINE,CONCEPCION,TEMUCO,5-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,5-2021,0,10,10
SKY AIRLINE,TEMUCO,OSORNO,5-2021,0,0,0
SKY AIRLINE,ARICA,COPIAPO,5-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,5-2021,0,0,0
SKY AIRLINE,CONCEPCION,OSORNO,5-2021,0,0,0
SKY AIRLINE,ARICA,CALAMA,5-2021,0,0,0
SKY AIRLINE,IQUIQUE,COPIAPO,5-2021,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,5-2021,61,0,61
JETSMART SPA,SANTIAGO,ANTOFAGASTA,5-2021,33759,35315,69074
JETSMART SPA,SANTIAGO,CALAMA,5-2021,32127,31720,63847
JETSMART SPA,CALAMA,LA SERENA,5-2021,15094,14653,29747
JETSMART SPA,ANTOFAGASTA,LA SERENA,5-2021,10855,11024,21879
JETSMART SPA,ANTOFAGASTA,CONCEPCION,5-2021,9943,9045,18988
JETSMART SPA,CONCEPCION,CALAMA,5-2021,14097,13317,27414
JETSMART SPA,SANTIAGO,LA SERENA,5-2021,18256,18113,36369
JETSMART SPA,SANTIAGO,CONCEPCION,5-2021,18383,18068,36451
JETSMART SPA,SANTIAGO,PUERTO MONTT,5-2021,30088,31660,61748
JETSMART SPA,SANTIAGO,IQUIQUE,5-2021,26089,25536,51625
JETSMART SPA,SANTIAGO,TEMUCO,5-2021,21210,20388,41598
JETSMART SPA,IQUIQUE,LA SERENA,5-2021,8550,8448,16998
JETSMART SPA,IQUIQUE,CONCEPCION,5-2021,10025,10096,20121
JETSMART SPA,SANTIAGO,COPIAPO,5-2021,9728,9590,19318
JETSMART SPA,SANTIAGO,PUNTA ARENAS,5-2021,13061,11954,25015
JETSMART SPA,SANTIAGO,ARICA,5-2021,17433,17438,34871
JETSMART SPA,SANTIAGO,CASTRO,5-2021,0,0,0
JETSMART SPA,ARICA,LA SERENA,5-2021,5585,5546,11131
JETSMART SPA,SANTIAGO,VALDIVIA,5-2021,9419,9452,18871
JETSMART SPA,CONCEPCION,BALMACEDA,5-2021,3655,3390,7045
JETSMART SPA,CONCEPCION,PUNTA ARENAS,5-2021,4576,4673,9249
JETSMART SPA,SANTIAGO,BALMACEDA,5-2021,6662,6109,12771
JETSMART SPA,TEMUCO,BALMACEDA,5-2021,4422,4171,8593
JETSMART SPA,CONCEPCION,LA SERENA,5-2021,5230,5155,10385
JETSMART SPA,SANTIAGO,PUERTO NATALES,5-2021,5881,6046,11927
JETSMART SPA,ARICA,CONCEPCION,5-2021,4582,4620,9202
JETSMART SPA,TEMUCO,PUNTA ARENAS,5-2021,4266,4269,8535
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,5-2021,4441,6103,10544
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,5-2021,95,17,112
JETSMART SPA,CONCEPCION,PUERTO MONTT,5-2021,0,0,0
JETSMART SPA,PUNTA ARENAS,CASTRO,5-2021,0,0,0
JETSMART SPA,CONCEPCION,CASTRO,5-2021,0,0,0
JETSMART SPA,ANTOFAGASTA,TEMUCO,5-2021,2264,2183,4447
JETSMART SPA,PUERTO MONTT,BALMACEDA,5-2021,0,0,0
JETSMART SPA,TEMUCO,CASTRO,5-2021,0,0,0
JETSMART SPA,ARICA,ANTOFAGASTA,5-2021,4316,3973,8289
JETSMART SPA,ANTOFAGASTA,IQUIQUE,5-2021,94,109,203
JETSMART SPA,PUNTA ARENAS,PUERTO NATALES,5-2021,0,0,0
JETSMART SPA,PUERTO MONTT,TEMUCO,5-2021,69,28,97
JETSMART SPA,ANTOFAGASTA,PUERTO MONTT,5-2021,1931,1925,3856
JETSMART SPA,ANTOFAGASTA,CALAMA,5-2021,607,701,1308
JETSMART SPA,IQUIQUE,CALAMA,5-2021,124,127,251
JETSMART SPA,CONCEPCION,PUERTO NATALES,5-2021,162,0,162
JETSMART SPA,ARICA,CALAMA,5-2021,42,57,99
JETSMART SPA,TEMUCO,PUERTO NATALES,5-2021,60,13,73
JETSMART SPA,ARICA,IQUIQUE,5-2021,34,22,56
JETSMART SPA,IQUIQUE,COPIAPO,5-2021,27,0,27
JETSMART SPA,CALAMA,COPIAPO,5-2021,0,17,17
JETSMART SPA,BALMACEDA,PUNTA ARENAS,5-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PICA,5-2021,1160,1615,2775
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,5-2021,937,1062,1999
AEROVIAS D.A.P.,LA SERENA,PICA,5-2021,587,1344,1931
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,5-2021,5004,4982,9986
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,5-2021,1522,1679,3201
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,5-2021,303,408,711
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,5-2021,44,40,84
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,5-2021,1346,1165,2511
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,5-2021,3899,3475,7374
AEROVIAS D.A.P.,IQUIQUE,PICA,5-2021,1411,0,1411
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,5-2021,821,429,1250
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,5-2021,23,129,152
AEROVIAS D.A.P.,SANTIAGO,CALAMA,5-2021,713,715,1428
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,5-2021,0,14,14
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,5-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,SOBREVUELO,5-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,5-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PUERTO MONTT,5-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,5-2021,0,1,1
AEROVIAS D.A.P.,PUNTA ARENAS,CERRO SOMBRERO,5-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,5-2021,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,5-2021,32,2,34
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,5-2021,612,616,1228
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,5-2021,127,112,239
AEROVIAS D.A.P.,PUERTO MONTT,PUERTO NATALES,5-2021,87,85,172
AEROVIAS D.A.P.,CONCEPCION,PICA,5-2021,60,62,122
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,5-2021,0,45,45
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,5-2021,6,28,34
AEROVIAS D.A.P.,ARICA,IQUIQUE,5-2021,0,0,0
AEROVIAS D.A.P.,ARICA,PICA,5-2021,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,5-2021,0,0,0
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,5-2021,0,0,0
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,5-2021,0,0,0
AEROVIAS D.A.P.,VALDIVIA,PUNTA ARENAS,5-2021,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,5-2021,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,5-2021,1180,1129,2309
ONE SPA,SANTIAGO,COPIAPO,5-2021,696,707,1403
ONE SPA,SANTIAGO,CALAMA,5-2021,417,626,1043
ONE SPA,SANTIAGO,ANTOFAGASTA,5-2021,12,87,99
ONE SPA,IQUIQUE,CONCEPCION,5-2021,0,81,81
ONE SPA,COPIAPO,CONCEPCION,5-2021,0,33,33
ONE SPA,ANTOFAGASTA,IQUIQUE,5-2021,0,10,10
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,6-2021,102986,104546,207532
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,6-2021,103951,100988,204939
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,6-2021,97937,97976,195913
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,6-2021,59759,60191,119950
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,6-2021,21801,20928,42729
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,6-2021,25967,24441,50408
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,6-2021,65652,61923,127575
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,6-2021,5527,6132,11659
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,6-2021,33171,33585,66756
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,6-2021,45,58,103
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,6-2021,3148,6469,9617
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,6-2021,6955,6692,13647
LATAM AIRLINES GROUP,SANTIAGO,ARICA,6-2021,27826,27888,55714
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,6-2021,9309,8143,17452
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,6-2021,4488,4654,9142
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,6-2021,12235,11669,23904
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,6-2021,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,6-2021,38686,37070,75756
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,6-2021,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,6-2021,3777,3327,7104
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,6-2021,3499,3341,6840
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,6-2021,2049,2106,4155
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,6-2021,2976,0,2976
LATAM AIRLINES GROUP,CONCEPCION,CALAMA,6-2021,620,448,1068
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,6-2021,0,463,463
LATAM AIRLINES GROUP,ARICA,IQUIQUE,6-2021,15,1,16
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,6-2021,1,0,1
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,6-2021,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,6-2021,49305,50767,100072
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,6-2021,64587,60790,125377
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,6-2021,52701,52922,105623
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,6-2021,57501,54785,112286
LATAM AIRLINES CHILE,SANTIAGO,ARICA,6-2021,38621,38299,76920
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,6-2021,72365,75780,148145
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,6-2021,87503,87530,175033
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,6-2021,41931,37003,78934
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,6-2021,37242,36612,73854
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,6-2021,22236,22010,44246
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,6-2021,15019,16006,31025
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,6-2021,13328,11832,25160
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,6-2021,51116,47614,98730
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,6-2021,9862,9631,19493
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,6-2021,0,3518,3518
LATAM AIRLINES CHILE,ANTOFAGASTA,CALAMA,6-2021,0,0,0
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,6-2021,20554,22197,42751
LATAM AIRLINES CHILE,ARICA,IQUIQUE,6-2021,1,0,1
LATAM AIRLINES CHILE,CALAMA,LA SERENA,6-2021,0,1,1
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,6-2021,0,0,0
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,6-2021,54567,53172,107739
SKY AIRLINE,SANTIAGO,CALAMA,6-2021,66543,63474,130017
SKY AIRLINE,SANTIAGO,PUERTO MONTT,6-2021,45784,44960,90744
SKY AIRLINE,SANTIAGO,IQUIQUE,6-2021,54461,54325,108786
SKY AIRLINE,SANTIAGO,LA SERENA,6-2021,35164,40073,75237
SKY AIRLINE,SANTIAGO,ARICA,6-2021,38017,37781,75798
SKY AIRLINE,SANTIAGO,TEMUCO,6-2021,37213,37351,74564
SKY AIRLINE,SANTIAGO,OSORNO,6-2021,17257,17676,34933
SKY AIRLINE,SANTIAGO,VALDIVIA,6-2021,22076,22412,44488
SKY AIRLINE,ANTOFAGASTA,LA SERENA,6-2021,18221,16741,34962
SKY AIRLINE,PUERTO MONTT,BALMACEDA,6-2021,19775,19465,39240
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,6-2021,19741,18874,38615
SKY AIRLINE,SANTIAGO,CONCEPCION,6-2021,32336,31992,64328
SKY AIRLINE,SANTIAGO,COPIAPO,6-2021,24638,25035,49673
SKY AIRLINE,SANTIAGO,BALMACEDA,6-2021,17122,16829,33951
SKY AIRLINE,CALAMA,LA SERENA,6-2021,3196,5405,8601
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,6-2021,17803,18767,36570
SKY AIRLINE,SANTIAGO,PUERTO NATALES,6-2021,3958,4200,8158
SKY AIRLINE,IQUIQUE,LA SERENA,6-2021,5449,5325,10774
SKY AIRLINE,CONCEPCION,CALAMA,6-2021,7726,7388,15114
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,6-2021,86,90,176
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,6-2021,115,162,277
SKY AIRLINE,ARICA,IQUIQUE,6-2021,52,0,52
SKY AIRLINE,OSORNO,VALDIVIA,6-2021,0,0,0
SKY AIRLINE,CONCEPCION,PUERTO MONTT,6-2021,0,0,0
SKY AIRLINE,CALAMA,COPIAPO,6-2021,0,0,0
SKY AIRLINE,IQUIQUE,CALAMA,6-2021,0,0,0
SKY AIRLINE,TEMUCO,OSORNO,6-2021,0,0,0
SKY AIRLINE,COPIAPO,LA SERENA,6-2021,0,0,0
SKY AIRLINE,ARICA,ANTOFAGASTA,6-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,6-2021,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,6-2021,114,39,153
SKY AIRLINE,CONCEPCION,TEMUCO,6-2021,0,0,0
SKY AIRLINE,CONCEPCION,OSORNO,6-2021,0,0,0
SKY AIRLINE,ARICA,COPIAPO,6-2021,0,0,0
SKY AIRLINE,ARICA,CALAMA,6-2021,0,0,0
SKY AIRLINE,IQUIQUE,COPIAPO,6-2021,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,6-2021,61,0,61
JETSMART SPA,SANTIAGO,ANTOFAGASTA,6-2021,37155,38723,75878
JETSMART SPA,SANTIAGO,CALAMA,6-2021,34933,34400,69333
JETSMART SPA,CALAMA,LA SERENA,6-2021,16212,15839,32051
JETSMART SPA,ANTOFAGASTA,LA SERENA,6-2021,11682,11941,23623
JETSMART SPA,CONCEPCION,CALAMA,6-2021,15996,15640,31636
JETSMART SPA,ANTOFAGASTA,CONCEPCION,6-2021,11674,10767,22441
JETSMART SPA,SANTIAGO,LA SERENA,6-2021,18838,18788,37626
JETSMART SPA,SANTIAGO,CONCEPCION,6-2021,18872,18650,37522
JETSMART SPA,SANTIAGO,IQUIQUE,6-2021,26545,26154,52699
JETSMART SPA,SANTIAGO,PUERTO MONTT,6-2021,30364,31994,62358
